Age_Group,State,Year,deaths,population
45-54,Florida,2000,10132,2069479
45-54,Florida,2001,10400,2187061
45-54,Florida,2002,10730,2248479
45-54,Florida,2003,11341,2318843
45-54,Florida,2004,11701,2401422
45-54,Florida,2005,12029,2495162
45-54,Florida,2006,12204,2573923
45-54,Florida,2007,12324,2628886
45-54,Florida,2008,12476,2674832
45-54,Florida,2009,12329,2715193
45-54,Florida,2010,12001,2741493
45-54,Florida,2011,12095,2749413
45-54,Florida,2012,11748,2746309
45-54,Florida,2013,11431,2732326
45-54,Florida,2014,11315,2737087
45-54,Florida,2015,11415,2748503
45-54,Florida,2016,11805,2756310
45-54,Florida,2017,11503,2767835
45-54,Florida,2018,11015,2746372
45-54,Georgia,1999,5107,1046564
45-54,Georgia,2000,5424,1079992
45-54,Georgia,2001,5673,1135370
45-54,Georgia,2002,5904,1157257
45-54,Georgia,2003,6010,1182880
45-54,Georgia,2004,6244,1208860
45-54,Georgia,2005,6347,1243775
45-54,Georgia,2006,6371,1280676
45-54,Georgia,2007,6323,1318918
45-54,Georgia,2008,6416,1348621
45-54,Georgia,2009,6582,1374167
45-54,Georgia,2010,6502,1391252
45-54,Georgia,2011,6462,1395170
45-54,Georgia,2012,6331,1394548
45-54,Georgia,2013,6426,1396297
45-54,Georgia,2014,6270,1398530
45-54,Georgia,2015,6189,1406709
45-54,Georgia,2016,6228,1416698
45-54,Georgia,2017,6156,1419086
45-54,Georgia,2018,6031,1411438
45-54,Hawaii,1999,578,167257
45-54,Hawaii,2000,598,170979
45-54,Hawaii,2001,679,177362
45-54,Hawaii,2002,655,180966
45-54,Hawaii,2003,661,183780
45-54,Hawaii,2004,701,188238
45-54,Hawaii,2005,709,189980
45-54,Hawaii,2006,722,191878
45-54,Hawaii,2007,710,193146
45-54,Hawaii,2008,699,193822
45-54,Hawaii,2009,698,193429
45-54,Hawaii,2010,669,193765
45-54,Hawaii,2011,703,189490
45-54,Hawaii,2012,622,186382
45-54,Hawaii,2013,658,180381
45-54,Hawaii,2014,713,178199
45-54,Hawaii,2015,650,175609
45-54,Hawaii,2016,574,178271
45-54,Hawaii,2017,635,175017
45-54,Hawaii,2018,583,170624
45-54,Idaho,1999,543,164613
45-54,Idaho,2000,571,170248
45-54,Idaho,2001,599,178911
45-54,Idaho,2002,680,182900
45-54,Idaho,2003,716,187022
45-54,Idaho,2004,720,191376
45-54,Idaho,2005,691,197326
45-54,Idaho,2006,715,202842
45-54,Idaho,2007,725,206463
45-54,Idaho,2008,726,208454
45-54,Idaho,2009,788,208898
45-54,Idaho,2010,705,208537
45-54,Idaho,2011,756,206361
45-54,Idaho,2012,759,203034
45-54,Idaho,2013,787,200427
45-54,Idaho,2014,714,199241
45-54,Idaho,2015,704,198782
45-54,Idaho,2016,691,198609
45-54,Idaho,2017,689,199372
45-54,Idaho,2018,738,199925
45-54,Illinois,1999,6687,1584101
45-54,Illinois,2000,6906,1626742
45-54,Illinois,2001,7099,1693476
45-54,Illinois,2002,7381,1713507
45-54,Illinois,2003,7275,1743547
45-54,Illinois,2004,7324,1772561
45-54,Illinois,2005,7329,1802236
45-54,Illinois,2006,7379,1827063
45-54,Illinois,2007,7327,1847204
45-54,Illinois,2008,7566,1860587
45-54,Illinois,2009,7392,1871148
45-54,Illinois,2010,7089,1870879
45-54,Illinois,2011,6891,1850775
45-54,Illinois,2012,6882,1824083
45-54,Illinois,2013,6635,1795460
45-54,Illinois,2014,6612,1771582
45-54,Illinois,2015,6431,1746424
45-54,Illinois,2016,6256,1713154
45-54,Illinois,2017,6084,1682908
45-54,Illinois,2018,6048,1639850
45-54,Indiana,1999,3386,795740
45-54,Indiana,2000,3522,816865
45-54,Indiana,2001,3684,851664
45-54,Indiana,2002,3832,861047
45-54,Indiana,2003,3937,877666
45-54,Indiana,2004,3845,891692
45-54,Indiana,2005,3998,907838
45-54,Indiana,2006,4175,923639
45-54,Indiana,2007,4046,934167
45-54,Indiana,2008,4016,941733
45-54,Indiana,2009,4355,946400
45-54,Indiana,2010,4344,946768
45-54,Indiana,2011,4243,935186
45-54,Indiana,2012,4342,920303
45-54,Indiana,2013,4164,904904
45-54,Indiana,2014,4168,891112
45-54,Indiana,2015,4063,878974
45-54,Indiana,2016,4166,865746
45-54,Indiana,2017,4153,854456
45-54,Indiana,2018,3900,839824
45-54,Iowa,1999,1213,382540
45-54,Iowa,2000,1320,392794
45-54,Iowa,2001,1309,408822
45-54,Iowa,2002,1372,413615
45-54,Iowa,2003,1521,420249
45-54,Iowa,2004,1464,426965
45-54,Iowa,2005,1537,433677
45-54,Iowa,2006,1491,439226
45-54,Iowa,2007,1535,441001
45-54,Iowa,2008,1629,442580
45-54,Iowa,2009,1541,442237
45-54,Iowa,2010,1665,439726
45-54,Iowa,2011,1597,432049
45-54,Iowa,2012,1538,423537
45-54,Iowa,2013,1591,414402
45-54,Iowa,2014,1557,406732
45-54,Iowa,2015,1446,398825
45-54,Iowa,2016,1460,389744
45-54,Iowa,2017,1463,380879
45-54,Iowa,2018,1375,371331
45-54,Kansas,1999,1294,344157
45-54,Kansas,2000,1281,354147
45-54,Kansas,2001,1400,370908
45-54,Kansas,2002,1500,376928
45-54,Kansas,2003,1545,384264
45-54,Kansas,2004,1601,390810
45-54,Kansas,2005,1641,397798
45-54,Kansas,2006,1635,402650
45-54,Kansas,2007,1694,406909
45-54,Kansas,2008,1601,408413
45-54,Kansas,2009,1642,408687
45-54,Kansas,2010,1644,406264
45-54,Kansas,2011,1627,398902
45-54,Kansas,2012,1608,388791
45-54,Kansas,2013,1583,376468
45-54,Kansas,2014,1559,368739
45-54,Kansas,2015,1557,360892
45-54,Kansas,2016,1426,354323
45-54,Kansas,2017,1397,345555
45-54,Kansas,2018,1321,335937
45-54,Kentucky,1999,2556,541439
45-54,Kentucky,2000,2679,556932
45-54,Kentucky,2001,2893,579011
45-54,Kentucky,2002,2922,584781
45-54,Kentucky,2003,2971,595970
45-54,Kentucky,2004,3082,603605
45-54,Kentucky,2005,3142,613982
45-54,Kentucky,2006,3191,624604
45-54,Kentucky,2007,3192,630641
45-54,Kentucky,2008,3429,638081
45-54,Kentucky,2009,3591,641717
45-54,Kentucky,2010,3630,643097
45-54,Kentucky,2011,3670,637556
45-54,Kentucky,2012,3629,627061
45-54,Kentucky,2013,3430,619528
45-54,Kentucky,2014,3582,610933
45-54,Kentucky,2015,3638,603912
45-54,Kentucky,2016,3645,596852
45-54,Kentucky,2017,3588,588090
45-54,Kentucky,2018,3383,576814
45-54,Louisiana,1999,3161,570443
45-54,Louisiana,2000,3341,586271
45-54,Louisiana,2001,3457,611506
45-54,Louisiana,2002,3514,621153
45-54,Louisiana,2003,3684,633482
45-54,Louisiana,2004,3779,645313
45-54,Louisiana,2005,4083,657153
45-54,Louisiana,2006,3734,632503
45-54,Louisiana,2007,3604,642735
45-54,Louisiana,2008,3820,650435
45-54,Louisiana,2009,3789,654126
45-54,Louisiana,2010,3661,654375
45-54,Louisiana,2011,3617,645604
45-54,Louisiana,2012,3577,633679
45-54,Louisiana,2013,3512,623435
45-54,Louisiana,2014,3612,613254
45-54,Louisiana,2015,3398,602603
45-54,Louisiana,2016,3353,591817
45-54,Louisiana,2017,3214,579074
45-54,Louisiana,2018,3059,563306
45-54,Maine,1999,633,186351
45-54,Maine,2000,684,192596
45-54,Maine,2001,662,201588
45-54,Maine,2002,691,204357
45-54,Maine,2003,704,208403
45-54,Maine,2004,711,211842
45-54,Maine,2005,781,214580
45-54,Maine,2006,820,216891
45-54,Maine,2007,757,218981
45-54,Maine,2008,769,220114
45-54,Maine,2009,793,219374
45-54,Maine,2010,802,218575
45-54,Maine,2011,745,214744
45-54,Maine,2012,772,210092
45-54,Maine,2013,741,205341
45-54,Maine,2014,781,200510
45-54,Maine,2015,814,195755
45-54,Maine,2016,777,190748
45-54,Maine,2017,782,186218
45-54,Maine,2018,720,180173
45-54,Maryland,1999,3179,734690
45-54,Maryland,2000,3372,755032
45-54,Maryland,2001,3476,788762
45-54,Maryland,2002,3609,799419
45-54,Maryland,2003,3655,814261
45-54,Maryland,2004,3740,829672
45-54,Maryland,2005,3694,846247
45-54,Maryland,2006,3690,860487
45-54,Maryland,2007,3679,872796
45-54,Maryland,2008,3689,882574
45-54,Maryland,2009,3702,895759
45-54,Maryland,2010,3508,902204
45-54,Maryland,2011,3393,900717
45-54,Maryland,2012,3332,896020
45-54,Maryland,2013,3313,887094
45-54,Maryland,2014,3291,877727
45-54,Maryland,2015,3272,868312
45-54,Maryland,2016,3442,854746
45-54,Maryland,2017,3361,843977
45-54,Maryland,2018,3291,818927
45-54,Massachusetts,1999,2874,849890
45-54,Massachusetts,2000,3096,873353
45-54,Massachusetts,2001,3256,908019
45-54,Massachusetts,2002,3362,913819
45-54,Massachusetts,2003,3367,926545
45-54,Massachusetts,2004,3313,939434
45-54,Massachusetts,2005,3271,953799
45-54,Massachusetts,2006,3367,967175
45-54,Massachusetts,2007,3230,980801
45-54,Massachusetts,2008,3265,993293
45-54,Massachusetts,2009,3339,1006698
45-54,Massachusetts,2010,3189,1012435
45-54,Massachusetts,2011,3209,1009590
45-54,Massachusetts,2012,3150,1005035
45-54,Massachusetts,2013,3133,995945
45-54,Massachusetts,2014,3214,986611
45-54,Massachusetts,2015,3176,978302
45-54,Massachusetts,2016,3121,961116
45-54,Massachusetts,2017,3165,944972
45-54,Massachusetts,2018,2858,921531
45-54,Michigan,1999,5904,1330187
45-54,Michigan,2000,6030,1367939
45-54,Michigan,2001,6303,1424713
45-54,Michigan,2002,6568,1441826
45-54,Michigan,2003,6567,1466575
45-54,Michigan,2004,6555,1488467
45-54,Michigan,2005,6725,1506718
45-54,Michigan,2006,6736,1519529
45-54,Michigan,2007,6863,1524683
45-54,Michigan,2008,6814,1523637
45-54,Michigan,2009,6667,1519908
45-54,Michigan,2010,6634,1510033
45-54,Michigan,2011,6591,1482011
45-54,Michigan,2012,6128,1453683
45-54,Michigan,2013,6237,1422014
45-54,Michigan,2014,5934,1395800
45-54,Michigan,2015,5925,1374428
45-54,Michigan,2016,5835,1348094
45-54,Michigan,2017,5705,1322492
45-54,Michigan,2018,5644,1290060
45-54,Minnesota,1999,1926,643345
45-54,Minnesota,2000,2034,665696
45-54,Minnesota,2001,2096,700082
45-54,Minnesota,2002,2218,713687
45-54,Minnesota,2003,2210,731840
45-54,Minnesota,2004,2214,750129
45-54,Minnesota,2005,2319,767692
45-54,Minnesota,2006,2311,783846
45-54,Minnesota,2007,2297,794764
45-54,Minnesota,2008,2390,803929
45-54,Minnesota,2009,2458,808480
45-54,Minnesota,2010,2375,807898
45-54,Minnesota,2011,2418,799748
45-54,Minnesota,2012,2346,787115
45-54,Minnesota,2013,2319,771891
45-54,Minnesota,2014,2237,758493
45-54,Minnesota,2015,2213,744454
45-54,Minnesota,2016,2137,727418
45-54,Minnesota,2017,2185,711686
45-54,Minnesota,2018,2090,691491
45-54,Mississippi,1999,2057,351029
45-54,Mississippi,2000,2167,361981
45-54,Mississippi,2001,2234,377472
45-54,Mississippi,2002,2343,382407
45-54,Mississippi,2003,2410,389247
45-54,Mississippi,2004,2494,396612
45-54,Mississippi,2005,2647,403606
45-54,Mississippi,2006,2672,408153
45-54,Mississippi,2007,2588,413046
45-54,Mississippi,2008,2618,416943
45-54,Mississippi,2009,2557,417705
45-54,Mississippi,2010,2644,416976
45-54,Mississippi,2011,2639,410608
45-54,Mississippi,2012,2519,402569
45-54,Mississippi,2013,2595,395872
45-54,Mississippi,2014,2550,389738
45-54,Mississippi,2015,2475,383794
45-54,Mississippi,2016,2448,379963
45-54,Mississippi,2017,2330,374872
45-54,Mississippi,2018,2287,368793
45-54,Missouri,1999,3189,721187
45-54,Missouri,2000,3275,742462
45-54,Missouri,2001,3460,776650
45-54,Missouri,2002,3636,787934
45-54,Missouri,2003,3844,805117
45-54,Missouri,2004,3710,821320
45-54,Missouri,2005,4033,840254
45-54,Missouri,2006,4056,858053
45-54,Missouri,2007,4026,871654
45-54,Missouri,2008,4315,882787
45-54,Missouri,2009,4186,888545
45-54,Missouri,2010,4206,888572
45-54,Missouri,2011,4121,874959
45-54,Missouri,2012,4095,856529
45-54,Missouri,2013,3957,837125
45-54,Missouri,2014,3987,820286
45-54,Missouri,2015,3850,805291
45-54,Missouri,2016,3723,789759
45-54,Missouri,2017,3533,771884
45-54,Missouri,2018,3663,751688
45-54,Montana,1999,470,131005
45-54,Montana,2000,465,135088
45-54,Montana,2001,489,140941
45-54,Montana,2002,558,143136
45-54,Montana,2003,569,146358
45-54,Montana,2004,541,148742
45-54,Montana,2005,611,151320
45-54,Montana,2006,595,153021
45-54,Montana,2007,653,153740
45-54,Montana,2008,593,153172
45-54,Montana,2009,654,151768
45-54,Montana,2010,593,149832
45-54,Montana,2011,645,145062
45-54,Montana,2012,574,140331
45-54,Montana,2013,566,134842
45-54,Montana,2014,552,131079
45-54,Montana,2015,619,127870
45-54,Montana,2016,524,125674
45-54,Montana,2017,487,122747
45-54,Montana,2018,468,120278
45-54,Nebraska,1999,708,219376
45-54,Nebraska,2000,759,225754
45-54,Nebraska,2001,800,236398
45-54,Nebraska,2002,798,240090
45-54,Nebraska,2003,818,245206
45-54,Nebraska,2004,819,249096
45-54,Nebraska,2005,813,253807
45-54,Nebraska,2006,907,256836
45-54,Nebraska,2007,884,258706
45-54,Nebraska,2008,897,259716
45-54,Nebraska,2009,933,259696
45-54,Nebraska,2010,903,258726
45-54,Nebraska,2011,882,254266
45-54,Nebraska,2012,881,249377
45-54,Nebraska,2013,840,243643
45-54,Nebraska,2014,910,238996
45-54,Nebraska,2015,885,234477
45-54,Nebraska,2016,782,229683
45-54,Nebraska,2017,774,225163
45-54,Nebraska,2018,826,219971
45-54,Nevada,1999,1220,256389
45-54,Nevada,2000,1339,269050
45-54,Nevada,2001,1402,288804
45-54,Nevada,2002,1486,298359
45-54,Nevada,2003,1537,309307
45-54,Nevada,2004,1549,322985
45-54,Nevada,2005,1736,336036
45-54,Nevada,2006,1683,349284
45-54,Nevada,2007,1719,361379
45-54,Nevada,2008,1721,369080
45-54,Nevada,2009,1749,374399
45-54,Nevada,2010,1696,376527
45-54,Nevada,2011,1742,375378
45-54,Nevada,2012,1677,376553
45-54,Nevada,2013,1697,378885
45-54,Nevada,2014,1686,383865
45-54,Nevada,2015,1700,389219
45-54,Nevada,2016,1771,392859
45-54,Nevada,2017,1707,396251
45-54,Nevada,2018,1639,395339
45-54,New Hampshire,1999,560,177026
45-54,New Hampshire,2000,602,183986
45-54,New Hampshire,2001,600,193773
45-54,New Hampshire,2002,625,197003
45-54,New Hampshire,2003,637,201261
45-54,New Hampshire,2004,633,206287
45-54,New Hampshire,2005,668,211339
45-54,New Hampshire,2006,667,217045
45-54,New Hampshire,2007,676,220408
45-54,New Hampshire,2008,716,223313
45-54,New Hampshire,2009,675,225392
45-54,New Hampshire,2010,680,225961
45-54,New Hampshire,2011,712,223338
45-54,New Hampshire,2012,686,220151
45-54,New Hampshire,2013,703,215035
45-54,New Hampshire,2014,678,209935
45-54,New Hampshire,2015,671,205589
45-54,New Hampshire,2016,676,200946
45-54,New Hampshire,2017,700,196071
45-54,New Hampshire,2018,719,190242
45-54,New Jersey,1999,4534,1131136
45-54,New Jersey,2000,4648,1158898
45-54,New Jersey,2001,4953,1204079
45-54,New Jersey,2002,4788,1216969
45-54,New Jersey,2003,4826,1238999
45-54,New Jersey,2004,4668,1265208
45-54,New Jersey,2005,4736,1289695
45-54,New Jersey,2006,4967,1312605
45-54,New Jersey,2007,4625,1333526
45-54,New Jersey,2008,4688,1352140
45-54,New Jersey,2009,4536,1370539
45-54,New Jersey,2010,4604,1379196
45-54,New Jersey,2011,4665,1373968
45-54,New Jersey,2012,4487,1366234
45-54,New Jersey,2013,4436,1352614
45-54,New Jersey,2014,4361,1339172
45-54,New Jersey,2015,4183,1323820
45-54,New Jersey,2016,4284,1296291
45-54,New Jersey,2017,4359,1279233
45-54,New Jersey,2018,4156,1235874
45-54,New Mexico,1999,1025,238706
45-54,New Mexico,2000,1016,245819
45-54,New Mexico,2001,1169,255769
45-54,New Mexico,2002,1138,260715
45-54,New Mexico,2003,1177,266333
45-54,New Mexico,2004,1194,271484
45-54,New Mexico,2005,1334,277192
45-54,New Mexico,2006,1321,283687
45-54,New Mexico,2007,1359,287922
45-54,New Mexico,2008,1381,290837
45-54,New Mexico,2009,1374,291819
45-54,New Mexico,2010,1375,292009
45-54,New Mexico,2011,1398,286363
45-54,New Mexico,2012,1375,279183
45-54,New Mexico,2013,1341,270218
45-54,New Mexico,2014,1372,264055
45-54,New Mexico,2015,1375,257813
45-54,New Mexico,2016,1310,251742
45-54,New Mexico,2017,1353,245656
45-54,New Mexico,2018,1282,240865
45-54,New York,1999,10345,2495085
45-54,New York,2000,10525,2552936
45-54,New York,2001,11094,2638062
45-54,New York,2002,10718,2655372
45-54,New York,2003,10695,2690285
45-54,New York,2004,10502,2724083
45-54,New York,2005,10544,2758280
45-54,New York,2006,10307,2788370
45-54,New York,2007,10210,2813797
45-54,New York,2008,9889,2841215
45-54,New York,2009,10110,2869544
45-54,New York,2010,9748,2878691
45-54,New York,2011,9593,2864680
45-54,New York,2012,9396,2840330
45-54,New York,2013,9376,2814951
45-54,New York,2014,9077,2788889
45-54,New York,2015,8965,2758889
45-54,New York,2016,8910,2706129
45-54,New York,2017,8609,2657210
45-54,New York,2018,8253,2555129
45-54,North Carolina,1999,4931,1055999
45-54,North Carolina,2000,5290,1085150
45-54,North Carolina,2001,5334,1138402
45-54,North Carolina,2002,5406,1157208
45-54,North Carolina,2003,5663,1182428
45-54,North Carolina,2004,5698,1206025
45-54,North Carolina,2005,6012,1237927
45-54,North Carolina,2006,6076,1272402
45-54,North Carolina,2007,6098,1308099
45-54,North Carolina,2008,6253,1336505
45-54,North Carolina,2009,6251,1357941
45-54,North Carolina,2010,6202,1368646
45-54,North Carolina,2011,6190,1369699
45-54,North Carolina,2012,6130,1366362
45-54,North Carolina,2013,6115,1366545
45-54,North Carolina,2014,6047,1367565
45-54,North Carolina,2015,6100,1372414
45-54,North Carolina,2016,6093,1385750
45-54,North Carolina,2017,5957,1385509
45-54,North Carolina,2018,5775,1377840
45-54,North Dakota,1999,252,82904
45-54,North Dakota,2000,260,85431
45-54,North Dakota,2001,297,89160
45-54,North Dakota,2002,299,90865
45-54,North Dakota,2003,306,92832
45-54,North Dakota,2004,281,94939
45-54,North Dakota,2005,308,96553
45-54,North Dakota,2006,342,97594
45-54,North Dakota,2007,319,97687
45-54,North Dakota,2008,326,97575
45-54,North Dakota,2009,346,97263
45-54,North Dakota,2010,316,96657
45-54,North Dakota,2011,344,94609
45-54,North Dakota,2012,366,93151
45-54,North Dakota,2013,366,91251
45-54,North Dakota,2014,334,89729
45-54,North Dakota,2015,340,88268
45-54,North Dakota,2016,323,85555
45-54,North Dakota,2017,315,82294
45-54,North Dakota,2018,299,80005
45-54,Ohio,1999,6329,1524753
45-54,Ohio,2000,6706,1566384
45-54,Ohio,2001,6979,1632195
45-54,Ohio,2002,7183,1646129
45-54,Ohio,2003,7326,1673279
45-54,Ohio,2004,7537,1697332
45-54,Ohio,2005,7846,1718622
45-54,Ohio,2006,7859,1737816
45-54,Ohio,2007,7808,1747772
45-54,Ohio,2008,8090,1751899
45-54,Ohio,2009,8030,1751039
45-54,Ohio,2010,7838,1742191
45-54,Ohio,2011,7912,1710977
45-54,Ohio,2012,7575,1674522
45-54,Ohio,2013,7704,1634933
45-54,Ohio,2014,7356,1602965
45-54,Ohio,2015,7484,1577105
45-54,Ohio,2016,7536,1547688
45-54,Ohio,2017,7527,1519416
45-54,Ohio,2018,7030,1484877
45-54,Oklahoma,1999,2164,442669
45-54,Oklahoma,2000,2261,453761
45-54,Oklahoma,2001,2386,471378
45-54,Oklahoma,2002,2536,476212
45-54,Oklahoma,2003,2590,484296
45-54,Oklahoma,2004,2651,491348
45-54,Oklahoma,2005,2800,500561
45-54,Oklahoma,2006,2812,510666
45-54,Oklahoma,2007,2945,517633
45-54,Oklahoma,2008,3168,523204
45-54,Oklahoma,2009,3107,526476
45-54,Oklahoma,2010,3008,525611
45-54,Oklahoma,2011,3037,516711
45-54,Oklahoma,2012,2959,506474
45-54,Oklahoma,2013,3023,497489
45-54,Oklahoma,2014,2906,490546
45-54,Oklahoma,2015,2866,483988
45-54,Oklahoma,2016,2743,476602
45-54,Oklahoma,2017,2712,468780
45-54,Oklahoma,2018,2626,460310
45-54,Oregon,1999,1849,494990
45-54,Oregon,2000,1838,507155
45-54,Oregon,2001,1979,527723
45-54,Oregon,2002,2067,532776
45-54,Oregon,2003,2100,538913
45-54,Oregon,2004,2139,541989
45-54,Oregon,2005,2193,546035
45-54,Oregon,2006,2220,550403
45-54,Oregon,2007,2276,551628
45-54,Oregon,2008,2163,548986
45-54,Oregon,2009,2197,543859
45-54,Oregon,2010,2127,539075
45-54,Oregon,2011,2044,530021
45-54,Oregon,2012,2043,520579
45-54,Oregon,2013,1951,513313
45-54,Oregon,2014,1972,512246
45-54,Oregon,2015,1965,515250
45-54,Oregon,2016,1964,515568
45-54,Oregon,2017,1807,515456
45-54,Oregon,2018,1802,512674
45-54,Pennsylvania,1999,6877,1659066
45-54,Pennsylvania,2000,7182,1705032
45-54,Pennsylvania,2001,7564,1775122
45-54,Pennsylvania,2002,7521,1792738
45-54,Pennsylvania,2003,7597,1824279
45-54,Pennsylvania,2004,7709,1857366
45-54,Pennsylvania,2005,8037,1887459
45-54,Pennsylvania,2006,7925,1914680
45-54,Pennsylvania,2007,7793,1929914
45-54,Pennsylvania,2008,7923,1937827
45-54,Pennsylvania,2009,8098,1943598
45-54,Pennsylvania,2010,7900,1940404
45-54,Pennsylvania,2011,7881,1915798
45-54,Pennsylvania,2012,7522,1880836
45-54,Pennsylvania,2013,7399,1840179
45-54,Pennsylvania,2014,7277,1804769
45-54,Pennsylvania,2015,7409,1773653
45-54,Pennsylvania,2016,7376,1735172
45-54,Pennsylvania,2017,7175,1699108
45-54,Pennsylvania,2018,6593,1652781
45-54,Rhode Island,1999,482,137211
45-54,Rhode Island,2000,513,141863
45-54,Rhode Island,2001,562,148366
45-54,Rhode Island,2002,557,150219
45-54,Rhode Island,2003,593,153478
45-54,Rhode Island,2004,610,156031
45-54,Rhode Island,2005,575,157832
45-54,Rhode Island,2006,609,159996
45-54,Rhode Island,2007,576,161203
45-54,Rhode Island,2008,613,162107
45-54,Rhode Island,2009,623,162676
45-54,Rhode Island,2010,592,162350
45-54,Rhode Island,2011,559,159963
45-54,Rhode Island,2012,540,157715
45-54,Rhode Island,2013,612,155104
45-54,Rhode Island,2014,579,152630
45-54,Rhode Island,2015,523,149831
45-54,Rhode Island,2016,524,146757
45-54,Rhode Island,2017,492,143400
45-54,Rhode Island,2018,439,139370
45-54,South Carolina,1999,2984,534290
45-54,South Carolina,2000,3113,550321
45-54,South Carolina,2001,3090,573346
45-54,South Carolina,2002,3189,579678
45-54,South Carolina,2003,3271,589035
45-54,South Carolina,2004,3364,599469
45-54,South Carolina,2005,3457,610862
45-54,South Carolina,2006,3491,624649
45-54,South Carolina,2007,3461,637341
45-54,South Carolina,2008,3594,647973
45-54,South Carolina,2009,3519,656957
45-54,South Carolina,2010,3648,659428
45-54,South Carolina,2011,3561,657900
45-54,South Carolina,2012,3489,652738
45-54,South Carolina,2013,3461,650169
45-54,South Carolina,2014,3471,648906
45-54,South Carolina,2015,3446,649585
45-54,South Carolina,2016,3498,652087
45-54,South Carolina,2017,3358,650334
45-54,South Carolina,2018,3266,646458
45-54,South Dakota,1999,367,94025
45-54,South Dakota,2000,359,97682
45-54,South Dakota,2001,370,102896
45-54,South Dakota,2002,375,105287
45-54,South Dakota,2003,447,107934
45-54,South Dakota,2004,398,110367
45-54,South Dakota,2005,408,112676
45-54,South Dakota,2006,416,114829
45-54,South Dakota,2007,405,116299
45-54,South Dakota,2008,384,117282
45-54,South Dakota,2009,417,117152
45-54,South Dakota,2010,391,116918
45-54,South Dakota,2011,425,114809
45-54,South Dakota,2012,442,112718
45-54,South Dakota,2013,416,109881
45-54,South Dakota,2014,449,107422
45-54,South Dakota,2015,438,104744
45-54,South Dakota,2016,399,102195
45-54,South Dakota,2017,428,99534
45-54,South Dakota,2018,390,97081
45-54,Tennessee,1999,3846,766932
45-54,Tennessee,2000,3999,786916
45-54,Tennessee,2001,4280,819249
45-54,Tennessee,2002,4420,827157
45-54,Tennessee,2003,4734,839516
45-54,Tennessee,2004,4779,851057
45-54,Tennessee,2005,4921,866901
45-54,Tennessee,2006,4980,885545
45-54,Tennessee,2007,4940,899142
45-54,Tennessee,2008,5020,914098
45-54,Tennessee,2009,5186,922529
45-54,Tennessee,2010,5196,926436
45-54,Tennessee,2011,5256,921225
45-54,Tennessee,2012,5208,910875
45-54,Tennessee,2013,5116,902043
45-54,Tennessee,2014,5152,896731
45-54,Tennessee,2015,5044,894910
45-54,Tennessee,2016,5031,894419
45-54,Tennessee,2017,4862,891599
45-54,Tennessee,2018,5045,882795
45-54,Texas,1999,10650,2520859
45-54,Texas,2000,11330,2611137
45-54,Texas,2001,12045,2754067
45-54,Texas,2002,12673,2823773
45-54,Texas,2003,12804,2907324
45-54,Texas,2004,12992,2989846
45-54,Texas,2005,13431,3077770
45-54,Texas,2006,13881,3180431
45-54,Texas,2007,14152,3264871
45-54,Texas,2008,14180,3336384
45-54,Texas,2009,14366,3401438
45-54,Texas,2010,14271,3435336
45-54,Texas,2011,14173,3455586
45-54,Texas,2012,14099,3450815
45-54,Texas,2013,14127,3445227
45-54,Texas,2014,14242,3471743
45-54,Texas,2015,14007,3502717
45-54,Texas,2016,13636,3519013
45-54,Texas,2017,13853,3545865
45-54,Texas,2018,13481,3552957
45-54,Utah,1999,797,229601
45-54,Utah,2000,775,237710
45-54,Utah,2001,874,252066
45-54,Utah,2002,854,259305
45-54,Utah,2003,921,266394
45-54,Utah,2004,935,273642
45-54,Utah,2005,955,281835
45-54,Utah,2006,1018,290380
45-54,Utah,2007,1083,297546
45-54,Utah,2008,1084,303088
45-54,Utah,2009,1086,305929
45-54,Utah,2010,1000,306964
45-54,Utah,2011,1100,306320
45-54,Utah,2012,1101,305787
45-54,Utah,2013,1021,305312
45-54,Utah,2014,1119,306598
45-54,Utah,2015,1066,309941
45-54,Utah,2016,1087,314060
45-54,Utah,2017,1082,317532
45-54,Utah,2018,1037,322173
45-54,Vermont,1999,299,90995
45-54,Vermont,2000,318,93832
45-54,Vermont,2001,312,97573
45-54,Vermont,2002,318,98643
45-54,Vermont,2003,308,100092
45-54,Vermont,2004,327,101298
45-54,Vermont,2005,307,102414
45-54,Vermont,2006,320,103277
45-54,Vermont,2007,352,103671
45-54,Vermont,2008,358,103507
45-54,Vermont,2009,312,103347
45-54,Vermont,2010,319,102603
45-54,Vermont,2011,343,100189
45-54,Vermont,2012,309,97727
45-54,Vermont,2013,330,94354
45-54,Vermont,2014,293,91638
45-54,Vermont,2015,305,89255
45-54,Vermont,2016,306,86287
45-54,Vermont,2017,295,83650
45-54,Vermont,2018,279,80719
45-54,Virginia,1999,3736,971938
45-54,Virginia,2000,4008,999256
45-54,Virginia,2001,4235,1045375
45-54,Virginia,2002,4231,1059835
45-54,Virginia,2003,4229,1077907
45-54,Virginia,2004,4240,1101994
45-54,Virginia,2005,4466,1125356
45-54,Virginia,2006,4583,1148758
45-54,Virginia,2007,4505,1168246
45-54,Virginia,2008,4538,1186006
45-54,Virginia,2009,4576,1204125
45-54,Virginia,2010,4492,1214000
45-54,Virginia,2011,4547,1209404
45-54,Virginia,2012,4426,1201653
45-54,Virginia,2013,4354,1188281
45-54,Virginia,2014,4354,1176456
45-54,Virginia,2015,4243,1167116
45-54,Virginia,2016,4262,1162384
