Age_Group,State,Year,deaths,population
0-24,Alabama,1999,1663,1562039
0-24,Alabama,2000,1539,1563034
0-24,Alabama,2001,1532,1568372
0-24,Alabama,2002,1513,1567247
0-24,Alabama,2003,1446,1569632
0-24,Alabama,2004,1535,1571596
0-24,Alabama,2005,1509,1575399
0-24,Alabama,2006,1639,1585912
0-24,Alabama,2007,1671,1595292
0-24,Alabama,2008,1537,1605358
0-24,Alabama,2009,1367,1611076
0-24,Alabama,2010,1372,1611634
0-24,Alabama,2011,1358,1612023
0-24,Alabama,2012,1320,1609347
0-24,Alabama,2013,1317,1597199
0-24,Alabama,2014,1313,1587407
0-24,Alabama,2015,1327,1572156
0-24,Alabama,2016,1448,1556439
0-24,Alabama,2017,1296,1551702
0-24,Alabama,2018,1271,1542498
0-24,Alaska,1999,181,192300
0-24,Alaska,2000,238,194238
0-24,Alaska,2001,224,199233
0-24,Alaska,2002,197,203823
0-24,Alaska,2003,249,255096
0-24,Alaska,2004,252,210191
0-24,Alaska,2005,197,172722
0-24,Alaska,2006,232,220723
0-24,Alaska,2007,243,258727
0-24,Alaska,2008,210,210098
0-24,Alaska,2009,219,208753
0-24,Alaska,2010,204,211372
0-24,Alaska,2011,198,213530
0-24,Alaska,2012,177,164893
0-24,Alaska,2013,209,270459
0-24,Alaska,2014,200,166595
0-24,Alaska,2015,245,266889
0-24,Alaska,2016,233,209525
0-24,Alaska,2017,239,257137
0-24,Alaska,2018,194,254193
0-24,Arizona,1999,1431,1831323
0-24,Arizona,2000,1522,1881048
0-24,Arizona,2001,1648,1935033
0-24,Arizona,2002,1624,1977345
0-24,Arizona,2003,1658,2013530
0-24,Arizona,2004,1713,2055650
0-24,Arizona,2005,1825,2109509
0-24,Arizona,2006,1900,2166853
0-24,Arizona,2007,1866,2213755
0-24,Arizona,2008,1663,2250102
0-24,Arizona,2009,1495,2256781
0-24,Arizona,2010,1435,2262225
0-24,Arizona,2011,1426,2269619
0-24,Arizona,2012,1426,2273845
0-24,Arizona,2013,1377,2283092
0-24,Arizona,2014,1404,2293512
0-24,Arizona,2015,1343,2295284
0-24,Arizona,2016,1443,2303760
0-24,Arizona,2017,1444,2305933
0-24,Arizona,2018,1555,2330053
0-24,Arkansas,1999,858,942027
0-24,Arkansas,2000,902,942107
0-24,Arkansas,2001,879,947737
0-24,Arkansas,2002,920,951001
0-24,Arkansas,2003,898,954701
0-24,Arkansas,2004,920,958945
0-24,Arkansas,2005,921,964226
0-24,Arkansas,2006,956,971724
0-24,Arkansas,2007,907,978062
0-24,Arkansas,2008,873,984560
0-24,Arkansas,2009,829,989839
0-24,Arkansas,2010,780,995580
0-24,Arkansas,2011,779,996104
0-24,Arkansas,2012,806,997573
0-24,Arkansas,2013,765,998189
0-24,Arkansas,2014,742,993583
0-24,Arkansas,2015,784,989441
0-24,Arkansas,2016,785,986791
0-24,Arkansas,2017,825,986888
0-24,Arkansas,2018,784,983758
0-24,California,1999,7315,12465211
0-24,California,2000,7424,12615859
0-24,California,2001,7625,12814399
0-24,California,2002,7743,12922332
0-24,California,2003,7902,13012777
0-24,California,2004,7759,13080488
0-24,California,2005,8023,13089970
0-24,California,2006,8008,13071766
0-24,California,2007,7799,13077771
0-24,California,2008,7284,13134200
0-24,California,2009,6966,13176846
0-24,California,2010,6441,13217991
0-24,California,2011,6411,13246756
0-24,California,2012,6096,13261462
0-24,California,2013,6285,13184493
0-24,California,2014,5924,13147585
0-24,California,2015,6058,13056018
0-24,California,2016,6150,12941650
0-24,California,2017,5937,12859088
0-24,California,2018,5644,12735350
0-24,Colorado,1999,1054,1499319
0-24,Colorado,2000,1044,1530906
0-24,Colorado,2001,1077,1580359
0-24,Colorado,2002,1125,1602374
0-24,Colorado,2003,1119,1611263
0-24,Colorado,2004,1097,1617759
0-24,Colorado,2005,1184,1629060
0-24,Colorado,2006,1110,1649219
0-24,Colorado,2007,1030,1665365
0-24,Colorado,2008,1113,1684793
0-24,Colorado,2009,1077,1702523
0-24,Colorado,2010,1025,1713307
0-24,Colorado,2011,979,1730852
0-24,Colorado,2012,903,1738028
0-24,Colorado,2013,969,1753223
0-24,Colorado,2014,936,1769770
0-24,Colorado,2015,977,1788147
0-24,Colorado,2016,1041,1795503
0-24,Colorado,2017,1002,1783063
0-24,Colorado,2018,1018,1792063
0-24,Connecticut,1999,625,1103311
0-24,Connecticut,2000,628,1113273
0-24,Connecticut,2001,619,1124349
0-24,Connecticut,2002,634,1134634
0-24,Connecticut,2003,591,1143905
0-24,Connecticut,2004,598,1147717
0-24,Connecticut,2005,628,1150072
0-24,Connecticut,2006,636,1150263
0-24,Connecticut,2007,626,1148683
0-24,Connecticut,2008,608,1146894
0-24,Connecticut,2009,549,1145982
0-24,Connecticut,2010,536,1143674
0-24,Connecticut,2011,537,1134348
0-24,Connecticut,2012,530,1130626
0-24,Connecticut,2013,503,1129457
0-24,Connecticut,2014,462,1125482
0-24,Connecticut,2015,497,1116274
0-24,Connecticut,2016,482,1105318
0-24,Connecticut,2017,515,1096009
0-24,Connecticut,2018,467,1082062
0-24,Delaware,1999,154,155985
0-24,Delaware,2000,219,214102
0-24,Delaware,2001,223,217668
0-24,Delaware,2002,210,224193
0-24,Delaware,2003,208,126994
0-24,Delaware,2004,231,223409
0-24,Delaware,2005,199,174555
0-24,Delaware,2006,195,133181
0-24,Delaware,2007,183,136100
0-24,Delaware,2008,194,137681
0-24,Delaware,2009,204,250762
0-24,Delaware,2010,185,138308
0-24,Delaware,2011,194,182883
0-24,Delaware,2012,187,184580
0-24,Delaware,2013,172,238816
0-24,Delaware,2014,174,180280
0-24,Delaware,2015,203,178777
0-24,Delaware,2016,182,131772
0-24,Delaware,2017,201,232787
0-24,Delaware,2018,177,173523
0-24,District of Columbia,1999,251,118138
0-24,District of Columbia,2000,222,122226
0-24,District of Columbia,2001,241,153363
0-24,District of Columbia,2002,225,95811
0-24,District of Columbia,2003,234,127986
0-24,District of Columbia,2004,227,129783
0-24,District of Columbia,2005,245,123938
0-24,District of Columbia,2006,201,156522
0-24,District of Columbia,2007,219,129979
0-24,District of Columbia,2008,218,132387
0-24,District of Columbia,2009,170,110021
0-24,District of Columbia,2010,151,111185
0-24,District of Columbia,2011,158,109623
0-24,District of Columbia,2012,145,107440
0-24,District of Columbia,2013,118,105483
0-24,District of Columbia,2014,135,139014
0-24,District of Columbia,2015,164,140473
0-24,District of Columbia,2016,160,139216
0-24,District of Columbia,2017,142,100327
0-24,District of Columbia,2018,139,99694
0-24,Florida,1999,3762,4910743
0-24,Florida,2000,3843,4976942
0-24,Florida,2001,3974,5116224
0-24,Florida,2002,4084,5230874
0-24,Florida,2003,4206,5334022
0-24,Florida,2004,4222,5464080
0-24,Florida,2005,4484,5582577
0-24,Florida,2006,4709,5675804
0-24,Florida,2007,4674,5719064
0-24,Florida,2008,4476,5735526
0-24,Florida,2009,4067,5728295
0-24,Florida,2010,3776,5741748
0-24,Florida,2011,3658,5766044
0-24,Florida,2012,3497,5793465
0-24,Florida,2013,3484,5808923
0-24,Florida,2014,3597,5836954
0-24,Florida,2015,3907,5863852
0-24,Florida,2016,3975,5886335
0-24,Florida,2017,3938,5943771
0-24,Florida,2018,3740,5983262
0-24,Georgia,1999,2515,2947939
0-24,Georgia,2000,2654,3006966
0-24,Georgia,2001,2748,3081580
0-24,Georgia,2002,2651,3127314
0-24,Georgia,2003,2670,3162057
0-24,Georgia,2004,2684,3213208
0-24,Georgia,2005,2691,3251737
0-24,Georgia,2006,2791,3321648
0-24,Georgia,2007,2864,3385159
0-24,Georgia,2008,2747,3428018
0-24,Georgia,2009,2402,3453486
0-24,Georgia,2010,2250,3461709
0-24,Georgia,2011,2225,3484992
0-24,Georgia,2012,2079,3506407
0-24,Georgia,2013,2258,3507072
0-24,Georgia,2014,2342,3514851
0-24,Georgia,2015,2517,3521179
0-24,Georgia,2016,2573,3516930
0-24,Georgia,2017,2430,3518129
0-24,Georgia,2018,2337,3516098
0-24,Hawaii,1999,217,243989
0-24,Hawaii,2000,265,410660
0-24,Hawaii,2001,246,332539
0-24,Hawaii,2002,254,418230
0-24,Hawaii,2003,276,342371
0-24,Hawaii,2004,237,348933
0-24,Hawaii,2005,238,352020
0-24,Hawaii,2006,263,430802
0-24,Hawaii,2007,265,351576
0-24,Hawaii,2008,207,269121
0-24,Hawaii,2009,265,349984
0-24,Hawaii,2010,239,269230
0-24,Hawaii,2011,253,436726
0-24,Hawaii,2012,214,355366
0-24,Hawaii,2013,260,362106
0-24,Hawaii,2014,181,277483
0-24,Hawaii,2015,234,276795
0-24,Hawaii,2016,266,436787
0-24,Hawaii,2017,230,429927
0-24,Hawaii,2018,214,255834
0-24,Idaho,1999,396,503918
0-24,Idaho,2000,346,507859
0-24,Idaho,2001,392,517357
0-24,Idaho,2002,373,522701
0-24,Idaho,2003,383,529597
0-24,Idaho,2004,381,537064
0-24,Idaho,2005,363,547773
0-24,Idaho,2006,417,558597
0-24,Idaho,2007,428,569371
0-24,Idaho,2008,372,577674
0-24,Idaho,2009,333,581251
0-24,Idaho,2010,337,583490
0-24,Idaho,2011,348,584993
0-24,Idaho,2012,332,583500
0-24,Idaho,2013,340,583458
0-24,Idaho,2014,349,587119
0-24,Idaho,2015,319,465216
0-24,Idaho,2016,366,593736
0-24,Idaho,2017,331,602586
0-24,Idaho,2018,392,609740
0-24,Illinois,1999,3600,4432875
0-24,Illinois,2000,3542,4456349
0-24,Illinois,2001,3463,4474130
0-24,Illinois,2002,3283,4471890
0-24,Illinois,2003,3378,4466611
0-24,Illinois,2004,3160,4464939
0-24,Illinois,2005,3160,4440674
0-24,Illinois,2006,3040,4419952
0-24,Illinois,2007,3035,4411574
0-24,Illinois,2008,2959,4399167
0-24,Illinois,2009,2854,4387412
0-24,Illinois,2010,2727,4375486
0-24,Illinois,2011,2697,4348190
0-24,Illinois,2012,2643,4318712
0-24,Illinois,2013,2433,4282878
0-24,Illinois,2014,2565,4240634
0-24,Illinois,2015,2571,4194521
0-24,Illinois,2016,2688,4140620
0-24,Illinois,2017,2675,4092288
0-24,Illinois,2018,2466,4033576
0-24,Indiana,1999,1726,2176144
0-24,Indiana,2000,1746,2189117
0-24,Indiana,2001,1698,2207899
0-24,Indiana,2002,1687,2212731
0-24,Indiana,2003,1661,2221871
0-24,Indiana,2004,1742,2228573
0-24,Indiana,2005,1783,2233567
0-24,Indiana,2006,1740,2241831
0-24,Indiana,2007,1673,2247003
0-24,Indiana,2008,1604,2255037
0-24,Indiana,2009,1564,2258519
0-24,Indiana,2010,1541,2258608
0-24,Indiana,2011,1517,2255244
0-24,Indiana,2012,1469,2253957
0-24,Indiana,2013,1556,2252440
0-24,Indiana,2014,1482,2251310
0-24,Indiana,2015,1618,2245200
0-24,Indiana,2016,1662,2236706
0-24,Indiana,2017,1644,2231283
0-24,Indiana,2018,1561,2224107
0-24,Iowa,1999,641,1027591
0-24,Iowa,2000,678,1031646
0-24,Iowa,2001,607,1031872
0-24,Iowa,2002,579,1030368
0-24,Iowa,2003,614,1032092
0-24,Iowa,2004,559,1033787
0-24,Iowa,2005,616,1031782
0-24,Iowa,2006,568,1034022
0-24,Iowa,2007,584,1031231
0-24,Iowa,2008,588,1032925
0-24,Iowa,2009,510,1033780
0-24,Iowa,2010,501,1033860
0-24,Iowa,2011,532,1035020
0-24,Iowa,2012,538,1037243
0-24,Iowa,2013,479,1041348
0-24,Iowa,2014,515,1046391
0-24,Iowa,2015,516,1050975
0-24,Iowa,2016,612,1052828
0-24,Iowa,2017,572,1052485
0-24,Iowa,2018,528,1049797
0-24,Kansas,1999,754,983936
0-24,Kansas,2000,742,988585
0-24,Kansas,2001,773,993774
0-24,Kansas,2002,771,997769
0-24,Kansas,2003,705,1000775
0-24,Kansas,2004,733,1001672
0-24,Kansas,2005,725,1001328
0-24,Kansas,2006,722,1001708
0-24,Kansas,2007,752,1001764
0-24,Kansas,2008,771,1007005
0-24,Kansas,2009,688,1010747
0-24,Kansas,2010,690,1015098
0-24,Kansas,2011,652,1017117
0-24,Kansas,2012,657,1021246
0-24,Kansas,2013,641,1024367
0-24,Kansas,2014,625,1024801
0-24,Kansas,2015,615,1023794
0-24,Kansas,2016,618,1012084
0-24,Kansas,2017,641,1008807
0-24,Kansas,2018,658,1000696
0-24,Kentucky,1999,1050,1396996
0-24,Kentucky,2000,1125,1396676
0-24,Kentucky,2001,1040,1405375
0-24,Kentucky,2002,1121,1409299
0-24,Kentucky,2003,1142,1413293
0-24,Kentucky,2004,1172,1415690
0-24,Kentucky,2005,1143,1418098
0-24,Kentucky,2006,1166,1416324
0-24,Kentucky,2007,1089,1423964
0-24,Kentucky,2008,1041,1429553
0-24,Kentucky,2009,1060,1432743
0-24,Kentucky,2010,1015,1436172
0-24,Kentucky,2011,965,1440295
0-24,Kentucky,2012,1072,1442125
0-24,Kentucky,2013,912,1440938
0-24,Kentucky,2014,1006,1442829
0-24,Kentucky,2015,1028,1435446
0-24,Kentucky,2016,1097,1430594
0-24,Kentucky,2017,1005,1428955
0-24,Kentucky,2018,963,1426561
0-24,Louisiana,1999,1691,1698296
0-24,Louisiana,2000,1732,1693600
0-24,Louisiana,2001,1730,1690162
0-24,Louisiana,2002,1826,1689536
0-24,Louisiana,2003,1695,1689670
0-24,Louisiana,2004,1892,1689104
0-24,Louisiana,2005,1832,1679829
0-24,Louisiana,2006,1694,1538441
0-24,Louisiana,2007,1675,1563217
0-24,Louisiana,2008,1674,1577866
0-24,Louisiana,2009,1521,1587410
0-24,Louisiana,2010,1345,1592546
0-24,Louisiana,2011,1349,1595040
0-24,Louisiana,2012,1343,1593659
0-24,Louisiana,2013,1403,1586199
0-24,Louisiana,2014,1330,1580086
0-24,Louisiana,2015,1380,1570609
0-24,Louisiana,2016,1397,1556482
0-24,Louisiana,2017,1322,1543550
0-24,Louisiana,2018,1254,1521265
0-24,Maine,1999,232,406098
0-24,Maine,2000,234,405141
0-24,Maine,2001,238,407265
0-24,Maine,2002,220,408638
0-24,Maine,2003,234,410314
0-24,Maine,2004,269,409854
0-24,Maine,2005,259,332803
0-24,Maine,2006,256,330758
0-24,Maine,2007,252,319457
0-24,Maine,2008,215,318494
0-24,Maine,2009,208,338249
0-24,Maine,2010,212,316489
0-24,Maine,2011,208,330347
0-24,Maine,2012,218,304602
0-24,Maine,2013,220,299349
0-24,Maine,2014,202,248348
0-24,Maine,2015,193,223151
0-24,Maine,2016,220,295893
0-24,Maine,2017,180,220396
0-24,Maine,2018,175,238059
0-24,Maryland,1999,1454,1790629
0-24,Maryland,2000,1403,1807094
0-24,Maryland,2001,1473,1836870
0-24,Maryland,2002,1449,1859992
0-24,Maryland,2003,1587,1877739
0-24,Maryland,2004,1539,1891550
0-24,Maryland,2005,1391,1900261
0-24,Maryland,2006,1510,1903659
0-24,Maryland,2007,1545,1905095
0-24,Maryland,2008,1458,1902838
0-24,Maryland,2009,1289,1905848
0-24,Maryland,2010,1212,1910324
0-24,Maryland,2011,1238,1908477
0-24,Maryland,2012,1214,1911540
0-24,Maryland,2013,1177,1908601
0-24,Maryland,2014,1154,1912759
0-24,Maryland,2015,1281,1902348
0-24,Maryland,2016,1316,1895589
0-24,Maryland,2017,1270,1888194
0-24,Maryland,2018,1133,1871508
0-24,Massachusetts,1999,995,2062646
0-24,Massachusetts,2000,963,2079392
0-24,Massachusetts,2001,1019,2099775
0-24,Massachusetts,2002,1028,2105451
0-24,Massachusetts,2003,1030,2106354
0-24,Massachusetts,2004,1035,2097205
0-24,Massachusetts,2005,1005,2087691
0-24,Massachusetts,2006,975,2087347
0-24,Massachusetts,2007,1026,2088657
0-24,Massachusetts,2008,936,2091353
0-24,Massachusetts,2009,949,2097906
0-24,Massachusetts,2010,894,2096811
0-24,Massachusetts,2011,905,2084602
0-24,Massachusetts,2012,826,2086976
0-24,Massachusetts,2013,864,2084817
0-24,Massachusetts,2014,888,2089128
0-24,Massachusetts,2015,948,2088112
0-24,Massachusetts,2016,923,2082353
0-24,Massachusetts,2017,885,2070354
0-24,Massachusetts,2018,816,2068786
0-24,Michigan,1999,2614,3519254
0-24,Michigan,2000,2588,3527904
0-24,Michigan,2001,2553,3548769
0-24,Michigan,2002,2559,3552890
0-24,Michigan,2003,2538,3552261
0-24,Michigan,2004,2433,3540714
0-24,Michigan,2005,2430,3513903
0-24,Michigan,2006,2293,3479089
0-24,Michigan,2007,2392,3437445
0-24,Michigan,2008,2189,3389238
0-24,Michigan,2009,2206,3345390
0-24,Michigan,2010,2132,3317957
0-24,Michigan,2011,2109,3288895
0-24,Michigan,2012,2167,3265545
0-24,Michigan,2013,2068,3250105
0-24,Michigan,2014,2026,3227449
0-24,Michigan,2015,2046,3194722
0-24,Michigan,2016,2107,3166702
0-24,Michigan,2017,2042,3147456
0-24,Michigan,2018,1967,3126607
0-24,Minnesota,1999,1033,1743058
0-24,Minnesota,2000,1007,1757328
0-24,Minnesota,2001,966,1777705
0-24,Minnesota,2002,1067,1785298
0-24,Minnesota,2003,1010,1792353
0-24,Minnesota,2004,914,1795859
0-24,Minnesota,2005,937,1795942
0-24,Minnesota,2006,987,1800060
0-24,Minnesota,2007,987,1797616
0-24,Minnesota,2008,979,1796417
0-24,Minnesota,2009,849,1792305
0-24,Minnesota,2010,874,1786862
0-24,Minnesota,2011,849,1781872
0-24,Minnesota,2012,868,1782524
0-24,Minnesota,2013,853,1786195
0-24,Minnesota,2014,880,1789315
0-24,Minnesota,2015,906,1790685
0-24,Minnesota,2016,904,1795875
0-24,Minnesota,2017,869,1804045
0-24,Minnesota,2018,875,1804251
0-24,Mississippi,1999,1198,1085563
0-24,Mississippi,2000,1228,1086161
0-24,Mississippi,2001,1166,1084661
0-24,Mississippi,2002,1158,1080404
0-24,Mississippi,2003,1135,1077868
0-24,Mississippi,2004,1117,1078975
0-24,Mississippi,2005,1187,1074209
0-24,Mississippi,2006,1205,1063066
0-24,Mississippi,2007,1204,1065455
0-24,Mississippi,2008,1084,1065569
0-24,Mississippi,2009,1059,1063297
0-24,Mississippi,2010,947,1060389
0-24,Mississippi,2011,967,1059814
0-24,Mississippi,2012,871,1056454
0-24,Mississippi,2013,923,1051227
0-24,Mississippi,2014,891,1042369
0-24,Mississippi,2015,907,1030342
0-24,Mississippi,2016,906,1017205
0-24,Mississippi,2017,879,1005947
0-24,Mississippi,2018,870,998065
0-24,Missouri,1999,1560,1956625
0-24,Missouri,2000,1626,1963670
0-24,Missouri,2001,1611,1979197
0-24,Missouri,2002,1698,1988066
0-24,Missouri,2003,1584,1996641
0-24,Missouri,2004,1626,2004602
0-24,Missouri,2005,1633,2007916
0-24,Missouri,2006,1685,2012015
0-24,Missouri,2007,1618,2014771
0-24,Missouri,2008,1555,2015667
0-24,Missouri,2009,1520,2015027
0-24,Missouri,2010,1422,2014700
0-24,Missouri,2011,1432,2004165
0-24,Missouri,2012,1388,1997001
0-24,Missouri,2013,1347,1993189
0-24,Missouri,2014,1303,1986481
0-24,Missouri,2015,1481,1978875
0-24,Missouri,2016,1485,1965554
0-24,Missouri,2017,1501,1953923
0-24,Missouri,2018,1484,1943215
0-24,Montana,1999,253,316527
0-24,Montana,2000,262,315819
0-24,Montana,2001,217,316461
0-24,Montana,2002,261,316683
0-24,Montana,2003,266,318507
0-24,Montana,2004,247,319455
0-24,Montana,2005,258,262805
0-24,Montana,2006,271,321287
0-24,Montana,2007,257,261162
0-24,Montana,2008,255,320908
0-24,Montana,2009,260,319322
0-24,Montana,2010,246,318174
0-24,Montana,2011,242,319757
0-24,Montana,2012,216,259293
0-24,Montana,2013,225,199264
0-24,Montana,2014,207,262049
0-24,Montana,2015,247,327230
0-24,Montana,2016,244,326913
0-24,Montana,2017,190,212942
0-24,Montana,2018,215,264353
0-24,Nebraska,1999,443,623427
0-24,Nebraska,2000,450,624667
0-24,Nebraska,2001,429,627254
0-24,Nebraska,2002,470,629976
0-24,Nebraska,2003,416,633421
0-24,Nebraska,2004,439,636661
0-24,Nebraska,2005,402,638826
0-24,Nebraska,2006,427,639064
0-24,Nebraska,2007,438,637258
0-24,Nebraska,2008,396,638409
0-24,Nebraska,2009,368,639868
0-24,Nebraska,2010,359,641748
0-24,Nebraska,2011,327,645094
0-24,Nebraska,2012,372,649086
0-24,Nebraska,2013,366,653034
0-24,Nebraska,2014,367,658227
0-24,Nebraska,2015,388,663111
0-24,Nebraska,2016,378,666043
0-24,Nebraska,2017,379,666751
0-24,Nebraska,2018,369,667549
0-24,Nevada,1999,504,664589
0-24,Nevada,2000,513,691507
0-24,Nevada,2001,517,724940
0-24,Nevada,2002,545,748323
0-24,Nevada,2003,587,771498
0-24,Nevada,2004,605,803071
0-24,Nevada,2005,660,832013
0-24,Nevada,2006,710,864017
0-24,Nevada,2007,701,891643
0-24,Nevada,2008,601,907308
0-24,Nevada,2009,572,912698
0-24,Nevada,2010,580,913837
0-24,Nevada,2011,595,914421
0-24,Nevada,2012,487,918330
0-24,Nevada,2013,519,916688
0-24,Nevada,2014,533,918190
0-24,Nevada,2015,579,921684
0-24,Nevada,2016,614,927652
0-24,Nevada,2017,582,934490
0-24,Nevada,2018,578,937786
0-24,New Hampshire,1999,214,409443
0-24,New Hampshire,2000,200,324394
0-24,New Hampshire,2001,201,332755
0-24,New Hampshire,2002,179,266967
0-24,New Hampshire,2003,186,341967
0-24,New Hampshire,2004,212,344268
0-24,New Hampshire,2005,221,286857
0-24,New Hampshire,2006,197,255689
0-24,New Hampshire,2007,218,422844
0-24,New Hampshire,2008,181,418844
0-24,New Hampshire,2009,163,192196
0-24,New Hampshire,2010,152,247972
0-24,New Hampshire,2011,169,274054
0-24,New Hampshire,2012,163,325862
0-24,New Hampshire,2013,190,244462
0-24,New Hampshire,2014,171,271511
0-24,New Hampshire,2015,155,192200
0-24,New Hampshire,2016,201,266457
0-24,New Hampshire,2017,177,188314
0-24,New Hampshire,2018,181,314947
0-24,New Jersey,1999,1619,2741578
0-24,New Jersey,2000,1630,2764186
0-24,New Jersey,2001,1686,2793212
0-24,New Jersey,2002,1626,2814828
0-24,New Jersey,2003,1652,2833988
0-24,New Jersey,2004,1618,2844551
0-24,New Jersey,2005,1568,2842433
0-24,New Jersey,2006,1622,2835584
0-24,New Jersey,2007,1543,2829561
0-24,New Jersey,2008,1475,2827436
0-24,New Jersey,2009,1387,2830147
0-24,New Jersey,2010,1338,2832442
0-24,New Jersey,2011,1448,2816586
0-24,New Jersey,2012,1358,2811595
0-24,New Jersey,2013,1296,2814038
0-24,New Jersey,2014,1321,2809247
0-24,New Jersey,2015,1341,2791566
0-24,New Jersey,2016,1325,2771495
0-24,New Jersey,2017,1271,2766236
0-24,New Jersey,2018,1222,2719649
0-24,New Mexico,1999,593,687560
0-24,New Mexico,2000,584,686150
0-24,New Mexico,2001,527,687897
0-24,New Mexico,2002,580,693895
0-24,New Mexico,2003,610,698020
0-24,New Mexico,2004,621,703078
0-24,New Mexico,2005,615,705540
0-24,New Mexico,2006,573,707152
0-24,New Mexico,2007,608,710640
0-24,New Mexico,2008,582,712943
0-24,New Mexico,2009,556,717880
0-24,New Mexico,2010,518,578903
0-24,New Mexico,2011,517,726427
0-24,New Mexico,2012,543,721667
0-24,New Mexico,2013,471,718075
0-24,New Mexico,2014,532,710384
0-24,New Mexico,2015,512,701758
0-24,New Mexico,2016,521,691025
0-24,New Mexico,2017,486,687236
0-24,New Mexico,2018,482,679608
0-24,New York,1999,3873,6418090
0-24,New York,2000,3785,6455560
0-24,New York,2001,3841,6474847
0-24,New York,2002,3692,6469634
0-24,New York,2003,3676,6456546
0-24,New York,2004,3592,6422044
0-24,New York,2005,3585,6370216
0-24,New York,2006,3454,6326791
0-24,New York,2007,3357,6309677
0-24,New York,2008,3298,6308995
0-24,New York,2009,3261,6311028
0-24,New York,2010,3178,6308446
0-24,New York,2011,3144,6271625
0-24,New York,2012,3054,6260800
0-24,New York,2013,2979,6222522
0-24,New York,2014,2856,6204288
0-24,New York,2015,2848,6153230
0-24,New York,2016,2897,6085610
0-24,New York,2017,2713,6027039
0-24,New York,2018,2561,5868268
0-24,North Carolina,1999,2436,2723937
0-24,North Carolina,2000,2386,2770868
0-24,North Carolina,2001,2403,2828499
0-24,North Carolina,2002,2344,2865697
0-24,North Carolina,2003,2407,2883314
0-24,North Carolina,2004,2516,2926658
0-24,North Carolina,2005,2482,2974763
0-24,North Carolina,2006,2534,3043303
0-24,North Carolina,2007,2574,3102901
0-24,North Carolina,2008,2497,3162744
0-24,North Carolina,2009,2386,3203123
0-24,North Carolina,2010,2081,3220253
0-24,North Carolina,2011,2133,3241355
0-24,North Carolina,2012,2125,3258690
0-24,North Carolina,2013,2054,3270990
0-24,North Carolina,2014,2113,3275437
0-24,North Carolina,2015,2179,3278665
0-24,North Carolina,2016,2297,3264954
0-24,North Carolina,2017,2282,3274862
0-24,North Carolina,2018,2166,3284479
0-24,North Dakota,1999,153,143775
0-24,North Dakota,2000,147,159245
0-24,North Dakota,2001,131,114280
0-24,North Dakota,2002,114,115888
0-24,North Dakota,2003,166,162454
0-24,North Dakota,2004,127,195022
0-24,North Dakota,2005,145,159863
0-24,North Dakota,2006,151,153240
0-24,North Dakota,2007,151,118600
0-24,North Dakota,2008,116,117114
0-24,North Dakota,2009,137,115807
0-24,North Dakota,2010,141,115361
0-24,North Dakota,2011,160,154079
0-24,North Dakota,2012,142,121483
0-24,North Dakota,2013,176,167187
0-24,North Dakota,2014,161,171051
0-24,North Dakota,2015,159,132881
0-24,North Dakota,2016,167,173893
0-24,North Dakota,2017,150,169727
0-24,North Dakota,2018,140,219517
0-24,Ohio,1999,2827,3946143
0-24,Ohio,2000,2769,3944883
0-24,Ohio,2001,2698,3957812
0-24,Ohio,2002,2752,3956211
0-24,Ohio,2003,2772,3951586
0-24,Ohio,2004,2792,3935650
0-24,Ohio,2005,2804,3909419
0-24,Ohio,2006,2726,3888048
0-24,Ohio,2007,2741,3871685
0-24,Ohio,2008,2604,3858428
0-24,Ohio,2009,2485,3846079
0-24,Ohio,2010,2529,3830242
0-24,Ohio,2011,2511,3796192
0-24,Ohio,2012,2457,3772348
0-24,Ohio,2013,2429,3758632
0-24,Ohio,2014,2306,3738014
0-24,Ohio,2015,2543,3713809
0-24,Ohio,2016,2682,3687657
0-24,Ohio,2017,2789,3678803
0-24,Ohio,2018,2507,3661523
0-24,Oklahoma,1999,1130,1249196
0-24,Oklahoma,2000,1048,1249445
0-24,Oklahoma,2001,1065,1254832
0-24,Oklahoma,2002,1058,1262480
0-24,Oklahoma,2003,1079,1265977
0-24,Oklahoma,2004,1125,1268099
0-24,Oklahoma,2005,1136,1269006
0-24,Oklahoma,2006,1154,1276476
0-24,Oklahoma,2007,1186,1284258
0-24,Oklahoma,2008,1138,1289463
0-24,Oklahoma,2009,1140,1302560
0-24,Oklahoma,2010,1047,1310852
0-24,Oklahoma,2011,1063,1324245
0-24,Oklahoma,2012,1067,1328867
0-24,Oklahoma,2013,1033,1339963
0-24,Oklahoma,2014,1090,1345002
0-24,Oklahoma,2015,1049,1351058
0-24,Oklahoma,2016,1045,1344709
0-24,Oklahoma,2017,1024,1339161
0-24,Oklahoma,2018,920,1336166
0-24,Oregon,1999,697,1166157
0-24,Oregon,2000,726,1174410
0-24,Oregon,2001,666,1186020
0-24,Oregon,2002,731,1195705
0-24,Oregon,2003,749,1199604
0-24,Oregon,2004,729,1195556
0-24,Oregon,2005,725,1198771
0-24,Oregon,2006,759,1207181
0-24,Oregon,2007,721,1214847
0-24,Oregon,2008,698,1222543
0-24,Oregon,2009,617,1225805
0-24,Oregon,2010,589,1225231
0-24,Oregon,2011,623,1228310
0-24,Oregon,2012,631,1225628
0-24,Oregon,2013,606,1225033
0-24,Oregon,2014,644,1222901
0-24,Oregon,2015,616,1226640
